x,y,red,green,blue,alpha
40,53,76,76,76,255
40,54,130,130,130,255
40,55,216,216,216,255
40,56,252,252,252,255
40,57,253,253,253,255
40,58,254,254,254,255
40,59,254,254,254,255
40,60,254,254,254,255
41,4,254,254,254,255
41,5,194,194,194,255
41,6,120,120,120,255
41,7,121,121,121,255
41,8,84,84,84,255
41,9,40,40,40,255
41,10,43,43,43,255
41,11,31,31,31,255
41,12,36,36,36,255
41,13,85,85,85,255
41,14,147,147,147,255
41,15,222,222,222,255
41,16,251,251,251,255
41,17,254,254,254,255
41,18,254,254,254,255
41,20,253,253,253,255
41,21,243,243,243,255
41,22,222,222,222,255
41,23,190,190,190,255
41,24,160,160,160,255
41,25,133,133,133,255
41,26,128,128,128,255
41,27,134,134,134,255
41,28,154,154,154,255
41,29,112,112,112,255
41,30,79,79,79,255
41,31,126,126,126,255
41,32,178,178,178,255
41,33,154,154,154,255
41,34,107,107,107,255
41,35,65,65,65,255
41,36,82,82,82,255
41,37,142,142,142,255
41,38,187,187,187,255
41,39,234,234,234,255
41,40,251,251,251,255
41,41,248,248,248,255
41,42,229,229,229,255
41,43,187,187,187,255
41,44,136,136,136,255
41,45,101,101,101,255
41,46,71,71,71,255
41,47,55,55,55,255
41,48,54,54,54,255
41,49,60,60,60,255
41,50,68,68,68,255
41,51,70,70,70,255
41,52,88,88,88,255
41,53,140,140,140,255
41,54,216,216,216,255
41,55,253,253,253,255
41,58,254,254,254,255
41,59,254,254,254,255
41,60,254,254,254,255
42,4,254,254,254,255
42,5,199,199,199,255
42,6,180,180,180,255
42,7,215,215,215,255
42,8,128,128,128,255
42,9,52,52,52,255
42,10,38,38,38,255
42,11,41,41,41,255
42,12,45,45,45,255
42,13,71,71,71,255
42,14,95,95,95,255
42,15,174,174,174,255
42,16,237,237,237,255
42,17,252,252,252,255
42,18,254,254,254,255
42,19,254,254,254,255
42,20,253,253,253,255
42,21,247,247,247,255
42,22,230,230,230,255
42,23,207,207,207,255
42,24,178,178,178,255
42,25,153,153,153,255
42,26,146,146,146,255
42,27,153,153,153,255
42,28,172,172,172,255
42,29,152,152,152,255
42,30,128,128,128,255
42,31,149,149,149,255
42,32,180,180,180,255
42,33,159,159,159,255
42,34,128,128,128,255
42,35,89,89,89,255
42,36,84,84,84,255
42,37,169,169,169,255
42,38,229,229,229,255
42,39,240,240,240,255
42,40,245,245,245,255
42,41,244,244,244,255
42,42,237,237,237,255
42,43,215,215,215,255
42,44,181,181,181,255
42,45,147,147,147,255
42,46,116,116,116,255
42,47,101,101,101,255
42,48,100,100,100,255
42,49,101,101,101,255
42,50,103,103,103,255
42,51,127,127,127,255
42,52,177,177,177,255
42,53,225,225,225,255
42,54,253,253,253,255
42,60,254,254,254,255
43,5,239,239,239,255
43,6,219,219,219,255
43,7,198,198,198,255
43,8,91,91,91,255
43,9,34,34,34,255
43,10,49,49,49,255
43,11,76,76,76,255
43,12,64,64,64,255
43,13,52,52,52,255
43,14,49,49,49,255
43,15,109,109,109,255
43,16,210,210,210,255
43,17,248,248,248,255
43,18,253,253,253,255
43,19,253,253,253,255
43,20,251,251,251,255
43,21,243,243,243,255
43,22,228,228,228,255
43,23,215,215,215,255
43,24,192,192,192,255
43,25,171,171,171,255
43,26,162,162,162,255
43,27,158,158,158,255
43,28,173,173,173,255
43,29,179,179,179,255
43,30,169,169,169,255
43,31,177,177,177,255
43,32,180,180,180,255
43,33,159,159,159,255
43,34,138,138,138,255
43,35,118,118,118,255
43,36,108,108,108,255
43,37,164,164,164,255
43,38,226,226,226,255
43,39,235,235,235,255
43,40,231,231,231,255
43,41,230,230,230,255
43,42,230,230,230,255
43,43,224,224,224,255
43,44,206,206,206,255
43,45,185,185,185,255
43,46,165,165,165,255
43,47,153,153,153,255
43,48,151,151,151,255
43,49,151,151,151,255
43,50,144,144,144,255
43,51,169,169,169,255
43,52,245,245,245,255
43,60,254,254,254,255
44,5,252,252,252,255
44,6,191,191,191,255
44,7,83,83,83,255
44,8,67,67,67,255
44,9,50,50,50,255
44,10,88,88,88,255
44,11,69,69,69,255
44,12,72,72,72,255
44,13,38,38,38,255
44,14,40,40,40,255
44,15,86,86,86,255
44,16,168,168,168,255
44,17,230,230,230,255
44,18,247,247,247,255
44,19,248,248,248,255
44,20,246,246,246,255
44,21,238,238,238,255
44,22,227,227,227,255
44,23,214,214,214,255
44,24,199,199,199,255
44,25,181,181,181,255
44,26,167,167,167,255
44,27,150,150,150,255
44,28,163,163,163,255
44,29,183,183,183,255
44,30,197,197,197,255
44,31,201,201,201,255
44,32,186,186,186,255
44,33,170,170,170,255
44,34,164,164,164,255
44,35,157,157,157,255
44,36,156,156,156,255
44,37,183,183,183,255
44,38,211,211,211,255
44,39,220,220,220,255
44,40,218,218,218,255
44,41,215,215,215,255
44,42,210,210,210,255
44,43,205,205,205,255
44,44,202,202,202,255
44,45,192,192,192,255
44,46,184,184,184,255
44,47,200,200,200,255
44,48,217,217,217,255
44,49,215,215,215,255
44,50,162,162,162,255
44,51,148,148,148,255
44,52,254,254,254,255
44,60,254,254,254,255
45,5,243,243,243,255
45,6,133,133,133,255
45,7,107,107,107,255
45,8,106,106,106,255
45,9,114,114,114,255
45,10,63,63,63,255
45,11,35,35,35,255
45,12,70,70,70,255
45,13,48,48,48,255
45,14,33,33,33,255
45,15,74,74,74,255
45,16,97,97,97,255
45,17,173,173,173,255
45,18,222,222,222,255
45,19,242,242,242,255
45,20,238,238,238,255
45,21,233,233,233,255
45,22,229,229,229,255
45,23,217,217,217,255
45,24,200,200,200,255
45,25,182,182,182,255
45,26,171,171,171,255
45,27,156,156,156,255
45,28,158,158,158,255
45,29,170,170,170,255
45,30,186,186,186,255
45,31,202,202,202,255
45,32,207,207,207,255
45,33,204,204,204,255
45,34,200,200,200,255
45,35,190,190,190,255
45,36,189,189,189,255
45,37,195,195,195,255
45,38,195,195,195,255
45,39,195,195,195,255
45,40,194,194,194,255
45,41,193,193,193,255
45,42,185,185,185,255
45,43,172,172,172,255
45,44,169,169,169,255
45,45,153,153,153,255
45,46,134,134,134,255
45,47,188,188,188,255
45,48,216,216,216,255
45,49,232,232,232,255
45,50,209,209,209,255
45,51,184,184,184,255
45,60,254,254,254,255
46,5,252,252,252,255
46,6,213,213,213,255
46,7,239,239,239,255
46,8,250,250,250,255
46,9,219,219,219,255
46,10,106,106,106,255
46,11,48,48,48,255
46,12,21,21,21,255
46,13,30,30,30,255
46,14,71,71,71,255
46,15,109,109,109,255
46,16,70,70,70,255
46,17,86,86,86,255
46,18,155,155,155,255
46,19,212,212,212,255
46,20,224,224,224,255
46,21,225,225,225,255
46,22,218,218,218,255
46,23,209,209,209,255
46,24,197,197,197,255
46,25,187,187,187,255
46,26,181,181,181,255
46,27,170,170,170,255
46,28,163,163,163,255
46,29,161,161,161,255
46,30,165,165,165,255
46,31,173,173,173,255
46,32,185,185,185,255
46,33,194,194,194,255
46,34,196,196,196,255
46,35,197,197,197,255
46,36,198,198,198,255
46,37,197,197,197,255
46,38,197,197,197,255
46,39,196,196,196,255
46,40,192,192,192,255
46,41,184,184,184,255
46,42,146,146,146,255
46,43,96,96,96,255
46,44,75,75,75,255
46,45,59,59,59,255
46,46,89,89,89,255
46,47,136,136,136,255
46,48,161,161,161,255
46,49,215,215,215,255
46,50,236,236,236,255
46,51,249,249,249,255
47,9,226,226,226,255
47,10,135,135,135,255
47,11,66,66,66,255
47,12,60,60,60,255
47,13,80,80,80,255
47,14,121,121,121,255
47,15,88,88,88,255
47,16,56,56,56,255
47,17,72,72,72,255
47,18,97,97,97,255
47,19,140,140,140,255
47,20,179,179,179,255
47,21,195,195,195,255
47,22,184,184,184,255
47,23,178,178,178,255
47,24,179,179,179,255
47,25,183,183,183,255
47,26,181,181,181,255
47,27,173,173,173,255
47,28,170,170,170,255
47,29,164,164,164,255
47,30,161,161,161,255
47,31,162,162,162,255
47,32,164,164,164,255
47,33,170,170,170,255
47,34,172,172,172,255
47,35,170,170,170,255
47,36,172,172,172,255
47,37,178,178,178,255
47,38,190,190,190,255
47,39,214,214,214,255
47,40,228,228,228,255
47,41,209,209,209,255
47,42,142,142,142,255
47,43,100,100,100,255
47,44,123,123,123,255
47,45,140,140,140,255
47,46,185,185,185,255
47,47,207,207,207,255
47,48,207,207,207,255
47,49,236,236,236,255
47,50,244,244,244,255
47,51,253,253,253,255
48,9,240,240,240,255
48,10,157,157,157,255
48,11,88,88,88,255
48,12,178,178,178,255
48,13,155,155,155,255
48,14,97,97,97,255
48,15,81,81,81,255
48,16,58,58,58,255
48,17,58,58,58,255
48,18,67,67,67,255
48,19,64,64,64,255
48,20,98,98,98,255
48,21,119,119,119,255
48,22,97,97,97,255
48,23,87,87,87,255
48,24,99,99,99,255
48,25,129,129,129,255
48,26,142,142,142,255
48,27,146,146,146,255
48,28,165,165,165,255
48,29,164,164,164,255
48,30,155,155,155,255
48,31,160,160,160,255
48,32,153,153,153,255
48,33,145,145,145,255
48,34,145,145,145,255
48,35,148,148,148,255
48,36,173,173,173,255
48,37,202,202,202,255
48,38,227,227,227,255
48,39,248,248,248,255
48,40,254,254,254,255
48,41,248,248,248,255
48,42,230,230,230,255
48,43,216,216,216,255
48,44,222,222,222,255
48,45,238,238,238,255
48,46,250,250,250,255
48,47,252,252,252,255
48,48,251,251,251,255
48,49,254,254,254,255
48,50,254,254,254,255
49,10,221,221,221,255
49,11,151,151,151,255
49,12,230,230,230,255
49,13,201,201,201,255
49,14,83,83,83,255
49,15,93,93,93,255
49,16,61,61,61,255
49,17,36,36,36,255
49,18,53,53,53,255
49,19,44,44,44,255
49,20,60,60,60,255
49,21,79,79,79,255
49,22,57,57,57,255
49,23,39,39,39,255
49,24,62,62,62,255
49,25,99,99,99,255
49,26,109,109,109,255
49,27,120,120,120,255
49,28,141,141,141,255
49,29,146,146,146,255
49,30,136,136,136,255
49,31,149,149,149,255
49,32,169,169,169,255
49,33,169,169,169,255
49,34,170,170,170,255
49,35,208,208,208,255
49,36,247,247,247,255
49,37,253,253,253,255
50,11,252,252,252,255
50,12,254,254,254,255
50,13,244,244,244,255
50,14,156,156,156,255
50,15,129,129,129,255
50,16,81,81,81,255
50,17,45,45,45,255
50,18,62,62,62,255
50,19,51,51,51,255
50,20,45,45,45,255
50,21,59,59,59,255
50,22,41,41,41,255
50,23,31,31,31,255
50,24,81,81,81,255
50,25,108,108,108,255
50,26,101,101,101,255
50,27,106,106,106,255
50,28,111,111,111,255
50,29,129,129,129,255
50,30,166,166,166,255
50,31,181,181,181,255
50,32,190,190,190,255
50,33,223,223,223,255
50,34,249,249,249,255
50,35,254,254,254,255
51,14,234,234,234,255
51,15,222,222,222,255
51,16,187,187,187,255
51,17,96,96,96,255
51,18,78,78,78,255
51,19,99,99,99,255
51,20,75,75,75,255
51,21,69,69,69,255
51,22,52,52,52,255
51,23,47,47,47,255
51,24,81,81,81,255
51,25,81,81,81,255
51,26,90,90,90,255
51,27,98,98,98,255
51,28,99,99,99,255
51,29,145,145,145,255
51,30,211,211,211,255
51,31,245,245,245,255
51,32,254,254,254,255
52,15,252,252,252,255
52,16,236,236,236,255
52,17,161,161,161,255
52,18,150,150,150,255
52,19,98,98,98,255
52,20,81,81,81,255
52,21,100,100,100,255
52,22,85,85,85,255
52,23,47,47,47,255
52,24,49,49,49,255
52,25,77,77,77,255
52,26,138,138,138,255
52,27,191,191,191,255
52,28,218,218,218,255
52,29,238,238,238,255
52,30,251,251,251,255
53,16,254,254,254,255
53,17,247,247,247,255
53,18,246,246,246,255
53,19,245,245,245,255
53,20,197,197,197,255
53,21,112,112,112,255
53,22,83,83,83,255
53,23,103,103,103,255
53,24,126,126,126,255
53,25,145,145,145,255
53,26,188,188,188,255
53,27,238,238,238,255
54,20,246,246,246,255
54,21,202,202,202,255
54,22,183,183,183,255
54,23,219,219,219,255
54,24,242,242,242,255
54,25,249,249,249,255
54,26,253,253,253,255
55,21,254,254,254,255
55,22,254,254,254,255
55,23,254,254,254,255
